Position,weekday
"104.198074,1.425848,to",5
"104.2155,1.417562,to",5
"104.23407,1.408903,to",5
"104.25206,1.400617,to",5
"104.273895,1.390562,to",5
"104.292099,1.382172,to",5
"104.310112,1.373886,to",5
"104.328163,1.365563,to",5
"104.346344,1.357184,to",5
"104.365143,1.348479,to",5
"104.382874,1.340286,to",5
"104.402557,1.332418,to",5
"104.412018,1.330353,to",5
"104.427094,1.329575,to",5
"104.437759,1.330032,to",5
"104.44783,1.330556,to",5
"104.458099,1.331068,to",5
"104.478516,1.331906,to",5
"104.535149,1.333303,to",5
"104.59343,1.334564,to",5
"104.653961,1.336049,to",5
"104.716324,1.337585,to",5
"104.778503,1.339122,to",5
"104.842957,1.340704,to",5
"104.906677,1.342209,to",5
"104.971336,1.34373,to",5
"105.038818,1.345406,to",5
"105.161179,1.348297,to",5
"105.321663,1.352156,to",5
"105.447105,1.355136,to",5
"105.581314,1.358322,to",5
"105.716499,1.364502,to",5
"105.742386,1.372238,to",5
"105.807144,1.416352,to",5
"105.826736,1.441177,to",5
"105.834564,1.454338,to",5
"105.840141,1.465302,to",5
"105.846008,1.477707,to",5
"105.913841,1.606797,to",5
"106.282021,2.318022,to",5
"106.324844,2.400696,to",5
"106.496529,2.7323,to",5
"106.501984,2.742811,to",5
"106.61673,2.917568,to",5
"106.701347,3.038046,to",5
"106.786728,3.157778,to",5
"106.868607,3.270853,to",5
"106.944313,3.381592,to",5
"107.054832,3.556046,to",5
"116.059715,15.437897,to",5
"116.679512,15.993394,to",5
"116.84465,16.140545,to",5
"116.974373,16.25592,to",5
"117.297935,16.542757,to",5
"117.41185,16.643463,to",5
"117.526245,16.744375,to",5
"117.583153,16.794525,to",5
"117.753105,16.944031,to",5
"117.869858,17.046524,to",5
"117.98642,17.148605,to",5
"118.103844,17.251328,to",5
"118.219856,17.352627,to",5
"118.332611,17.450897,to",5
"118.353409,17.46896,to",5
"118.580162,17.666016,to",5
"118.702026,17.771643,to",5
"118.82003,17.873732,to",5
"118.93779,17.975449,to",5
"119.05526,18.076653,to",5
"119.171005,18.176228,to",5
"119.288223,18.276855,to",5
"119.405403,18.377287,to",5
"119.528404,18.482529,to",5
"119.645088,18.582138,to",5
"119.762863,18.682484,to",5
"119.880714,18.782711,to",5
"119.999542,18.883621,to",5
"120.118088,18.983963,to",5
"120.237473,19.084974,to",5
"120.356125,19.185108,to",5
"120.481422,19.290619,to",5
"120.607124,19.396225,to",5
"120.726814,19.49659,to",5
"120.846764,19.597002,to",5
"120.966713,19.697184,to",5
"121.094055,19.803314,to",5
"121.213959,19.90299,to",5
"121.341049,20.008484,to",5
"121.461708,20.108368,to",5
"121.58432,20.209717,to",5
"121.71209,20.315023,to",5
"122.319473,20.812637,to",5
"122.444176,20.914104,to",5
"122.558426,21.021652,to",5
"122.660522,21.159714,to",5
"122.749596,21.28688,to",5
"122.838936,21.414871,to",5
"122.932419,21.548401,to",5
"123.026604,21.6828,to",5
"123.120522,21.816427,to",5
"123.209969,21.943405,to",5
"123.287354,22.042624,to",5
"123.299255,22.053564,to",5
"123.416237,22.160868,to",5
"123.533371,22.269882,to",5
"123.652168,22.379745,to",5
"123.777069,22.494965,to",5
"123.895111,22.603624,to",5
"123.986053,22.687187,to",5
"124.206902,22.889643,to",5
"124.326477,22.998899,to",5
"124.362938,23.03215,to",5
"124.549255,23.20166,to",5
"124.666496,23.308054,to",5
"124.696274,23.335052,to",5
"124.84404,23.468536,to",5
"124.902519,23.521317,to",5
"124.961967,23.574844,to",5
"124.973679,23.585411,to",5
"124.98938,23.599564,to",5
"125.004311,23.613018,to",5
"125.126442,23.722778,to",5
"125.17485,23.76622,to",5
"125.389191,23.957924,to",5
"125.48838,24.046326,to",5
"125.739342,24.269165,to",5
"125.875076,24.389277,to",5
"125.999863,24.499325,to",5
"126.129555,24.613449,to",5
"126.251625,24.720566,to",5
"126.383194,24.835619,to",5
"126.508278,24.944687,to",5
"126.639557,25.058884,to",5
"126.770874,25.172844,to",5
"126.896515,25.281509,to",5
"127.027489,25.394485,to",5
"127.155098,25.504211,to",5
"127.287598,25.61779,to",5
"127.415062,25.726776,to",5
"127.54319,25.836073,to",5
"127.672791,25.946274,to",5
"127.802368,26.056078,to",5
"127.931992,26.165617,to",5
"128.068359,26.280487,to",5
"128.198059,26.389435,to",5
"128.327057,26.497467,to",5
"128.464539,26.612366,to",5
"128.596237,26.721916,to",5
"128.728928,26.832047,to",5
"128.864182,26.94397,to",5
"128.997162,27.053604,to",5
"129.130768,27.163418,to",5
"129.268768,27.276535,to",5
"129.404221,27.387222,to",5
"129.540375,27.498034,to",5
"129.669662,27.602966,to",5
"129.90799,27.795639,to",5
"130.048553,27.908718,to",5
"130.190735,28.022678,to",5
"130.329178,28.133423,to",5
"130.465286,28.241867,to",5
"130.607895,28.355015,to",5
"130.738892,28.458664,to",5
"131.089951,28.734835,to",5
"131.116013,28.755295,to",5
"131.32103,28.91527,to",5
"131.450409,29.0159,to",5
"131.516037,29.066891,to",5
"131.727295,29.230179,to",5
"131.88353,29.350388,to",5
"132.029144,29.46199,to",5
"132.137375,29.544662,to",5
"132.357468,29.712204,to",5
"132.503464,29.822853,to",5
"132.65744,29.93898,to",5
"132.802292,30.047934,to",5
"132.950012,30.158682,to",5
"133.10405,30.273651,to",5
"133.135132,30.296801,to",5
"133.35463,30.459503,to",5
"133.504822,30.570576,to",5
"133.637482,30.668196,to",5
"134.016083,30.945007,to",5
"134.178009,31.062586,to",5
"134.189972,31.071198,to",5
"134.486496,31.285198,to",5
"134.514954,31.305681,to",5
"134.890747,31.574287,to",5
"135.051529,31.688341,to",5
"135.218948,31.806583,to",5
"135.383804,31.921417,to",5
"135.478943,31.982666,to",5
"135.71579,32.136826,to",5
"135.884186,32.246361,to",5
"136.013382,32.330151,to",5
"136.133133,32.407562,to",5
"136.394775,32.555054,to",5
"136.574524,32.649643,to",5
"136.770432,32.75164,to",5
"136.960953,32.850563,to",5
"137.140762,32.943295,to",5
"137.320099,33.035431,to",5
"137.501404,33.128201,to",5
"137.686157,33.222191,to",5
"137.879242,33.319794,to",5
"138.06398,33.412903,to",5
"138.247452,33.504776,to",5
"138.446228,33.603882,to",5
"138.626434,33.693146,to",5
"138.804749,33.780945,to",5
"138.984512,33.869293,to",5
"139.177994,33.96373,to",5
"139.357086,34.050705,to",5
"139.551086,34.144821,to",5
"139.723511,34.237289,to",5
"139.908264,34.33395,to",5
"140.081467,34.424076,to",5
"140.251923,34.512432,to",5
"140.434967,34.606701,to",5
"140.602631,34.692822,to",5
"140.780975,34.792583,to",5
"140.939148,34.885735,to",5
"141.121323,34.99271,to",5
"141.286987,35.104065,to",5
"141.423798,35.215557,to",5
"141.566788,35.330822,to",5
"141.702805,35.440384,to",5
"141.8367,35.547867,to",5
"141.975723,35.65892,to",5
"142.112106,35.767361,to",5
"142.258591,35.883224,to",5
"142.393387,35.989628,to",5
"142.53569,36.101215,to",5
"142.673126,36.208611,to",5
"142.80957,36.314713,to",5
"142.925034,36.404205,to",5
"143.016449,36.474983,to",5
"143.296661,36.690147,to",5
"143.38269,36.755859,to",5
"143.589523,36.913177,to",5
"143.695099,36.993073,to",5
"143.85585,37.114197,to",5
"144.062668,37.269241,to",5
"144.814789,37.824486,to",5
"144.929886,37.908371,to",5
"145.20134,38.104824,to",5
"161.376434,48.660389,to",6
"163.1828,49.46764,to",6
"165.502151,50.408527,to",6
"166.908646,50.969604,to",6
"168.228836,51.450699,to",6
"168.357758,51.497681,to",6
"168.688507,51.616982,to",6
"168.897125,51.69136,to",6
"169.107941,51.765976,to",6
"169.319138,51.840088,to",6
"169.541397,51.91745,to",6
"169.75502,51.991074,to",6
"169.970428,52.064766,to",6
"170.186691,52.138046,to",6
"170.404144,52.211128,to",6
"170.61673,52.291336,to",6
"170.815811,52.381119,to",6
"171.027695,52.475124,to",6
"171.226166,52.562691,to",6
"171.429642,52.651745,to",6
"171.630219,52.73875,to",6
"171.842422,52.830139,to",6
"172.04361,52.916061,to",6
"172.244827,53.001305,to",6
"172.442108,53.084263,to",6
"172.657745,53.174202,to",6
"172.862762,53.258881,to",6
"173.069077,53.34351,to",6
"173.286957,53.432098,to",6
"173.496323,53.515503,to",6
"173.706528,53.595406,to",6
"173.926361,53.679153,to",6
"174.138474,53.75927,to",6
"174.36087,53.842484,to",6
"174.576202,53.922409,to",6
"174.800491,54.004852,to",6
"175.016754,54.083679,to",6
"175.234512,54.162319,to",6
"175.462006,54.243786,to",6
"175.695862,54.326797,to",6
"175.909943,54.401962,to",6
"176.15358,54.486923,to",6
"178.616669,55.299999,to",6
"179.066666,55.433334,to",6
"-178.616669,56.116665,to",6
"-176.300003,56.716667,to",6
"-176.28334,56.716667,to",6
"-168.33374,58.44989,to",6
"-168.069992,58.503105,to",6
"-167.817596,58.554626,to",6
"-167.559723,58.605396,to",6
"-167.29689,58.655098,to",6
"-166.844879,58.738216,to",6
"-166.549454,58.791367,to",6
"-166.508698,58.798595,to",6
"-166.241394,58.844341,to",6
"-165.952896,58.885033,to",6
"-165.690979,58.926563,to",6
"-165.168304,59.019001,to",6
"-164.86853,59.07341,to",6
"-164.59314,59.123039,to",6
"-164.310272,59.167645,to",6
"-164.023514,59.214554,to",6
"-163.737366,59.262772,to",6
"-163.263367,59.343025,to",6
"-162.972427,59.387436,to",6
"-162.671631,59.438644,to",6
"-162.38324,59.486984,to",6
"-162.079407,59.536728,to",6
"-161.763824,59.587471,to",6
"-161.484634,59.631695,to",6
"-161.288544,59.662308,to",6
"-160.869965,59.726486,to",6
"-160.819672,59.734108,to",6
"-160.385101,59.798859,to",6
"-160.09201,59.841599,to",6
"-159.806946,59.882473,to",6
"-159.517029,59.923252,to",6
"-159.217987,59.964542,to",6
"-158.931366,60.00346,to",6
"-158.636429,60.042664,to",6
"-158.335556,60.081947,to",6
"-158.04126,60.119614,to",6
"-157.744629,60.156784,to",6
"-157.444122,60.193726,to",6
"-157.13887,60.230438,to",6
"-156.84082,60.265594,to",6
"-156.649796,60.287659,to",6
"-156.252182,60.329617,to",6
"-155.998245,60.355209,to",6
"-155.735764,60.384998,to",6
"-155.288345,60.451035,to",6
"-155.000427,60.484818,to",6
"-154.706635,60.518513,to",6
"-154.414215,60.551334,to",6
"-154.123856,60.583317,to",6
"-153.829239,60.61496,to",6
"-153.53479,60.645905,to",6
"-153.244461,60.675766,to",6
"-152.950897,60.705185,to",6
"-152.638062,60.735821,to",6
"-152.346283,60.763687,to",6
"-152.027145,60.793358,to",6
"-151.734039,60.819939,to",6
"-151.440552,60.845871,to",6
"-151.148865,60.870941,to",6
"-150.854248,60.895588,to",6
"-150.556824,60.919785,to",6
"-150.266479,60.942791,to",6
"-149.964615,60.965927,to",6
"-149.665237,60.98822,to",6
"-149.364441,61.009964,to",6
"-149.060532,61.030914,to",6
"-148.765564,61.051117,to",6
"-148.470047,61.070251,to",6
"-148.169968,61.089012,to",6
"-147.864105,61.107697,to",6
"-147.561005,61.125275,to",6
"-147.256668,61.142315,to",6
"-147.069595,61.15237,to",6
"-146.608429,61.176178,to",6
"-146.27919,61.192265,to",6
"-145.978867,61.206116,to",6
"-145.654083,61.220352,to",6
"-145.357361,61.232719,to",6
"-145.030716,61.245567,to",6
"-144.740845,61.256287,to",6
"-144.400223,61.268005,to",6
"-144.345154,61.269882,to",6
"-143.899948,61.283787,to",6
"-143.595383,61.292446,to",6
"-143.28125,61.300732,to",6
"-142.955475,61.308472,to",6
"-142.632065,61.31543,to",6
"-142.30777,61.321564,to",6
"-141.981308,61.32708,to",6
"-141.667725,61.331451,to",6
"-141.353256,61.33532,to",6
"-141.019623,61.338455,to",6
"-140.733139,61.340534,to",6
"-140.378006,61.342255,to",6
"-140.309341,61.342487,to",6
"-140.055176,61.343033,to",6
"-139.825348,61.343216,to",6
"-139.349258,61.342163,to",6
"-139.225357,61.341557,to",6
"-138.404541,61.33746,to",6
"-138.088074,61.334854,to",6
"-137.770523,61.331589,to",6
"-137.457413,61.32756,to",6
"-137.143661,61.322796,to",6
"-136.830551,61.317352,to",6
"-136.51561,61.311161,to",6
"-136.199081,61.304214,to",6
"-135.881042,61.296448,to",6
"-135.563828,61.287964,to",6
"-135.246796,61.278763,to",6
"-134.93074,61.268784,to",6
"-134.622391,61.258369,to",6
"-134.299118,61.246731,to",6
"-133.985336,61.23468,to",6
"-133.664276,61.221542,to",6
"-133.336456,61.20726,to",6
"-133.025101,61.193195,to",6
"-132.716309,61.178284,to",6
"-125.960617,60.670715,to",6
"-125.830536,60.657379,to",6
"-125.392738,60.611618,to",6
"-125.090034,60.579033,to",6
"-124.787224,60.545746,to",6
"-124.496506,60.51297,to",6
"-124.191536,60.477905,to",6
"-123.884773,60.441833,to",6
"-123.58757,60.406174,to",6
"-123.288376,60.369499,to",6
"-122.994408,60.332703,to",6
"-122.704117,60.29567,to",6
"-122.408096,60.257172,to",6
"-122.11647,60.218487,to",6
"-121.824059,60.178963,to",6
"-121.529343,60.138382,to",6
"-121.239243,60.097687,to",6
"-120.943481,60.055458,to",6
"-120.653748,60.013367,to",6
"-120.36924,59.971252,to",6
"-120.086723,59.928745,to",6
"-119.803917,59.885498,to",6
"-119.512939,59.84024,to",6
"-119.230774,59.795609,to",6
"-118.946983,59.749985,to",6
"-118.647949,59.70108,to",6
"-118.345734,59.650864,to",6
"-118.083801,59.606647,to",6
"-117.666138,59.534821,to",6
"-117.386734,59.485798,to",6
"-117.103363,59.435383,to",6
"-116.817719,59.383804,to",6
"-116.533905,59.330475,to",6
"-116.245392,59.269146,to",6
"-115.926086,59.202026,to",6
"-115.596344,59.131443,to",6
"-115.376717,59.083916,to",6
"-115.041634,59.010223,to",6
"-114.77243,58.950211,to",6
"-114.50647,58.890198,to",6
"-114.236023,58.828434,to",6
"-113.970978,58.767033,to",6
"-113.698517,58.703163,to",6
"-113.427727,58.638977,to",6
"-113.157318,58.573975,to",6
"-112.887177,58.508247,to",6
"-112.617043,58.441635,to",6
"-112.357445,58.376862,to",6
"-112.089165,58.309204,to",6
"-111.866516,58.252441,to",6
"-111.485138,58.153755,to",6
"-111.221741,58.084576,to",6
"-110.96714,58.017059,to",6
"-110.866425,57.990078,to",6
"-110.753174,57.959679,to",6
"-110.450989,57.888977,to",6
"-110.209091,57.827778,to",6
"-109.959175,57.764893,to",6
"-109.720222,57.70084,to",6
"-109.481644,57.620872,to",6
"-109.100334,57.487381,to",6
"-108.847305,57.410706,to",6
"-108.592216,57.332611,to",6
"-108.335297,57.253014,to",6
"-108.074226,57.171387,to",6
"-107.817245,57.090088,to",6
"-107.558296,57.007187,to",6
"-107.498741,56.987991,to",6
"-107.140129,56.871506,to",6
"-106.902023,56.793266,to",6
"-106.650131,56.709377,to",6
"-106.408173,56.628143,to",6
"-106.169128,56.54705,to",6
"-105.930695,56.465443,to",6
"-105.687187,56.381138,to",6
"-105.44326,56.295807,to",6
"-105.203163,56.211044,to",6
"-105.043289,56.154102,to",6
"-104.699348,56.045929,to",6
"-104.451202,55.94928,to",6
"-104.209526,55.857754,to",6
"-103.971397,55.772804,to",6
"-103.744347,55.691792,to",6
"-103.50869,55.607693,to",6
"-103.29155,55.524548,to",6
"-103.084175,55.446774,to",6
"-102.876671,55.364731,to",6
"-102.637329,55.271656,to",6
"-102.385918,55.151226,to",6
"-102.161705,55.061554,to",6
"-101.936981,54.970837,to",6
"-101.712883,54.879593,to",6
"-101.489113,54.787582,to",6
"-101.264565,54.694412,to",6
"-101.036102,54.598747,to",6
"-100.820869,54.507828,to",6
"-100.598656,54.413132,to",6
"-100.372787,54.31604,to",6
"-100.15992,54.223663,to",6
"-100.032639,54.168091,to",6
"-99.717812,54.030296,to",6
"-99.501312,53.934586,to",6
"-99.283211,53.837357,to",6
"-99.060738,53.737198,to",6
"-98.840309,53.637131,to",6
"-98.624916,53.538517,to",6
"-98.4076,53.438095,to",6
"-98.191116,53.337273,to",6
"-97.97921,53.237686,to",6
"-97.767494,53.137379,to",6
"-97.711693,53.110748,to",6
"-97.404251,52.963257,to",6
"-97.19471,52.86174,to",6
"-96.986366,52.759838,to",6
"-96.782761,52.659531,to",6
"-96.577202,52.557339,to",6
"-96.373825,52.45546,to",6
"-96.168587,52.35181,to",6
"-95.966415,52.248871,to",6
"-95.7621,52.144043,to",6
"-95.56076,52.039856,to",6
"-95.359879,51.935028,to",6
"-95.160156,51.830063,to",6
"-94.961014,51.724609,to",6
"-94.762421,51.618565,to",6
"-94.563782,51.511597,to",6
"-94.36454,51.403564,to",6
"-94.170425,51.297363,to",6
"-93.964615,51.183998,to",6
"-93.770981,51.07851,to",6
"-93.69809,51.044998,to",6
"-93.384308,50.915314,to",6
"-93.170319,50.825779,to",6
"-92.945404,50.730907,to",6
"-92.821274,50.678257,to",6
"-92.567978,50.56979,to",6
"-92.251976,50.433205,to",6
"-92.040352,50.34082,to",6
"-91.828552,50.247555,to",6
"-91.614555,50.152634,to",6
"-91.404175,50.05846,to",6
"-91.192017,49.962749,to",6
"-90.981903,49.867218,to",6
"-90.767708,49.769089,to",6
"-90.558784,49.672485,to",6
"-90.343994,49.572502,to",6
"-90.129158,49.471619,to",6
"-89.919853,49.372559,to",6
"-89.710381,49.272659,to",6
"-89.503372,49.173222,to",6
"-89.299553,49.074417,to",6
"-89.09581,48.974945,to",6
"-88.893776,48.875614,to",6
"-88.692276,48.775726,to",6
"-88.491623,48.675533,to",6
"-88.291695,48.575027,to",6
"-88.096054,48.475845,to",6
"-87.805481,48.327209,to",6
"-87.603996,48.223251,to",6
"-87.412582,48.123795,to",6
"-87.213524,48.019501,to",6
"-87.020454,47.917709,to",6
"-86.824402,47.813599,to",6
"-86.626373,47.707626,to",6
"-86.428246,47.600826,to",6
"-86.236084,47.496552,to",6
"-86.043091,47.390968,to",6
"-85.852318,47.285934,to",6
"-85.660049,47.179295,to",6
"-85.470467,47.073437,to",6
"-85.276581,46.964413,to",6
"-85.089516,46.858475,to",6
"-84.897316,46.748886,to",6
"-84.716713,46.645203,to",6
"-84.537117,46.541382,to",6
"-84.360199,46.438522,to",6
"-84.170143,46.330811,to",6
"-83.984573,46.228001,to",6
"-83.79882,46.123306,to",6
"-83.611252,46.017059,to",6
"-83.415771,45.905502,to",6
"-83.231415,45.799576,to",6
"-83.044006,45.691162,to",6
"-82.863693,45.586231,to",6
"-82.680161,45.478603,to",6
"-82.500221,45.372559,to",6
"-82.322914,45.267334,to",6
"-82.151138,45.164703,to",6
"-81.944473,45.040466,to",6
"-81.765877,44.932343,to",6
"-81.589699,44.824963,to",6
"-81.413177,44.716728,to",6
"-81.237999,44.608681,to",6
"-81.064163,44.500729,to",6
"-80.888214,44.390854,to",6
"-80.713272,44.280769,to",6
"-80.537827,44.16988,to",6
"-80.367538,44.061413,to",6
"-80.195877,43.951595,to",6
"-80.026398,43.842453,to",6
"-79.85759,43.733036,to",6
"-79.688942,43.623123,to",6
"-79.520767,43.512863,to",6
"-79.355095,43.403538,to",6
"-79.189903,43.294052,to",6
"-79.025047,43.184044,to",6
"-78.863068,43.075436,to",6
"-78.80735,43.044109,to",6
"-78.776939,43.03191,to",6
"-78.754219,43.024612,to",6
"-78.734566,43.019341,to",6
"-78.71331,43.014732,to",6
"-78.692711,43.010963,to",6
"-78.671822,43.007401,to",6
"-78.462852,42.966877,to",6
"-78.259323,42.926193,to",6
"-78.053391,42.884857,to",6
"-77.851807,42.843979,to",6
"-77.641914,42.80101,to",6
"-77.44381,42.759979,to",6
"-77.249535,42.719452,to",6
"-77.058044,42.679047,to",6
"-76.857353,42.636448,to",6
"-76.66407,42.594833,to",6
"-76.481514,42.555405,to",6
"-76.309036,42.512192,to",6
"-76.137039,42.44051,to",6
"-75.977516,42.368179,to",6
"-75.817024,42.294846,to",6
"-75.669037,42.226742,to",6
"-75.527008,42.161041,to",6
"-75.380775,42.093185,to",6
"-75.243065,42.03532,to",6
"-75.167816,42.007248,to",6
"-75.100113,41.981693,to",6
"-75.025696,41.953621,to",6
"-74.954414,41.926483,to",6
"-74.922203,41.911377,to",6
"-74.911964,41.904007,to",6
"-74.89917,41.89238,to",6
"-74.885559,41.879196,to",6
"-74.833687,41.830673,to",6
"-74.815361,41.813873,to",6
"-74.798561,41.798557,to",6
"-74.78157,41.782913,to",6
"-74.765091,41.767738,to",6
"-74.747978,41.751957,to",6
"-74.731178,41.736362,to",6
"-74.714951,41.721325,to",6
"-74.699165,41.706711,to",6
"-74.684059,41.692657,to",6
"-74.6689,41.678543,to",6
"-74.65416,41.664825,to",6
"-74.639328,41.651077,to",6
"-74.624763,41.637486,to",6
"-74.609962,41.623672,to",6
"-74.595253,41.609879,to",6
"-74.581711,41.597218,to",6
"-74.567337,41.583763,to",6
"-74.552773,41.570217,to",6
"-74.538994,41.557251,to",6
"-74.524574,41.543793,to",6
"-74.51075,41.530834,to",6
"-74.496796,41.517792,to",6
"-74.483086,41.504951,to",6
"-74.469887,41.492615,to",6
"-74.455818,41.479393,to",6
"-74.441376,41.462029,to",6
"-74.436432,41.453979,to",6
"-74.429504,41.442215,to",6
"-74.420509,41.4272,to",6
"-74.411232,41.412266,to",6
"-74.40197,41.397461,to",6
"-74.392487,41.382332,to",6
"-74.383057,41.367481,to",6
"-74.373657,41.352448,to",6
"-74.364929,41.338531,to",6
"-74.354675,41.322144,to",6
"-74.345421,41.307243,to",6
"-74.336182,41.292435,to",6
"-74.32682,41.277405,to",6
"-74.317764,41.262878,to",6
"-74.308289,41.247711,to",6
"-74.299416,41.233505,to",6
"-74.290176,41.218655,to",6
"-74.281189,41.204082,to",6
"-74.272133,41.189514,to",6
"-74.263733,41.175934,to",6
"-74.259094,41.168518,to",6
"-74.255219,41.162186,to",6
"-74.247009,41.148926,to",6
"-74.228882,41.11972,to",6
"-74.225441,41.114098,to",6
"-74.218384,41.1026,to",6
"-74.211464,41.09129,to",6
"-74.20472,41.080582,to",6
"-74.198036,41.069782,to",6
"-74.19104,41.058472,to",6
"-74.184448,41.047806,to",6
"-74.177551,41.036453,to",6
"-74.172386,41.028023,to",6
"-74.16864,41.022034,to",6
"-74.162025,41.011311,to",6
"-74.153137,40.99704,to",6
"-74.147156,40.987427,to",6
"-74.141602,40.978363,to",6
"-74.136414,40.969849,to",6
"-74.131348,40.961563,to",6
"-74.126251,40.953308,to",6
"-74.121132,40.944973,to",6
"-74.116211,40.936844,to",6
"-74.111275,40.928776,to",6
"-74.106277,40.920582,to",6
"-74.101097,40.912109,to",6
"-74.096069,40.903931,to",6
"-74.091187,40.896103,to",6
"-74.088806,40.892258,to",6
"-74.084366,40.885014,to",6
"-74.079895,40.877747,to",6
"-74.075317,40.870213,to",6
"-74.070885,40.862995,to",6
"-74.067139,40.855782,to",6
"-74.065857,40.8479,to",6
"-74.068329,40.840931,to",6
"-74.07251,40.835159,to",6
"-74.077255,40.829197,to",6
"-74.080872,40.824123,to",6
"-74.085388,40.817139,to",6
"-74.089172,40.811138,to",6
"-74.093048,40.805084,to",6
"-74.096741,40.799194,to",6
"-74.100533,40.793354,to",6
"-74.104156,40.78772,to",6
"-74.10791,40.781937,to",6
"-74.111511,40.77626,to",6
"-74.114929,40.770767,to",6
"-74.118515,40.765236,to",6
"-74.122009,40.759644,to",6
"-74.125633,40.754017,to",6
"-74.128876,40.748943,to",6
"-74.132057,40.74387,to",6
"-74.136108,40.737534,to",6
"-74.139801,40.73172,to",6
"-74.148682,40.717712,to",6
"-74.152161,40.712307,to",6
"-74.155823,40.706589,to",6
"-74.158714,40.702019,to",6
"-74.161461,40.697735,to",6
"-74.164185,40.693405,to",6
"-74.170853,40.684914,to",6
"-74.171089,40.684807,to",6
"-74.171432,40.684631,to",6
"-74.171654,40.684525,to",6
"-74.172104,40.684387,to",6
"-74.172424,40.684433,to",6
"-74.172852,40.684608,to",6
"-74.17318,40.684723,to",6
"-74.173523,40.684853,to",6
"-74.174004,40.685028,to",6
"-74.1745,40.685234,to",6
"-74.174606,40.685463,to",6
"-74.174515,40.685726,to",6
"-74.17424,40.68615,to",6
"-74.174057,40.686413,to",6
"-74.173912,40.686646,to",6
"-74.173752,40.686882,to",6
"-74.173401,40.687454,to",6
"-74.173317,40.687775,to",6
"-74.173538,40.687946,to",6
"-74.173935,40.688084,to",6
"-74.17424,40.688156,to",6
"-74.174484,40.688244,to",6
"-74.174728,40.68832,to",6
"-74.175194,40.688496,to",6
"-74.175537,40.688496,to",6
"-74.175774,40.688599,to",6
"-74.175735,40.688866,to",6
"-74.175552,40.689087,to",6
"-74.175415,40.689297,to",6
"103.982941,1.35801,to",6
"103.982651,1.357347,to",6
"103.982384,1.346314,to",6
"103.98497,1.329002,to",6
"104.010826,1.389908,to",6
"104.014969,1.398926,to",6
"104.017746,1.402759,to",6
"104.022675,1.406622,to",6
"104.030708,1.409088,to",6
"104.039627,1.408857,to",6
"104.049744,1.406982,to",6
"104.056152,1.405412,to",6
"104.062965,1.403732,to",6
"104.076042,1.400664,to",6
"104.083076,1.399155,to",6
"104.089684,1.397781,to",6
"104.103462,1.394989,to",6
"104.110214,1.393661,to",6
"104.124786,1.390732,to",6
"104.131912,1.389267,to",6
"104.139542,1.387665,to",6
"104.154205,1.384598,to",6
"104.169189,1.381438,to",6
"104.184746,1.378098,to",6
"104.199875,1.374827,to",6
"104.2155,1.371429,to",6
"104.230553,1.368164,to",6
"104.245872,1.364822,to",6
"104.261108,1.361513,to",6
"104.277016,1.358068,to",6
"104.292931,1.354577,to",6
"104.308037,1.351272,to",6
"104.324234,1.347734,to",6
"104.339951,1.344336,to",6
"104.355919,1.340881,to",6
"104.37249,1.337265,to",6
"104.389343,1.333582,to",6
"104.407455,1.330444,to",6
"104.416344,1.329941,to",6
"104.449959,1.331208,to",6
"104.469833,1.331955,to",6
"104.488739,1.332465,to",6
"104.510796,1.332916,to",6
"104.531372,1.333374,to",6
"104.553299,1.333878,to",6
"104.612053,1.335258,to",6
"104.671814,1.336654,to",6
"104.727409,1.337997,to",6
"104.788666,1.339508,to",6
"104.851624,1.34103,to",6
"104.915009,1.342575,to",6
"104.978676,1.344103,to",6
"105.036636,1.345453,to",6
"105.10199,1.347036,to",6
"105.228073,1.350037,to",6
"105.317688,1.352142,to",6
"105.499939,1.356537,to",6
"105.588608,1.35858,to",6
"105.775948,1.389496,to",6
"105.790855,1.400757,to",6
"105.805016,1.413978,to",6
"105.8134,1.423288,to",6
"105.821846,1.434219,to",6
"105.828415,1.444107,to",6
"105.835579,1.456696,to",6
"105.840981,1.467499,to",6
"105.847031,1.47995,to",6
"105.852524,1.491119,to",6
"105.916534,1.612015,to",6
"105.980637,1.735886,to",6
"106.035011,1.852707,to",6
"106.082916,1.979233,to",6
"106.109917,2.05069,to",6
"106.162468,2.187744,to",6
"106.233322,2.373871,to",6
"106.241844,2.396347,to",6
"106.414742,2.807236,to",6
"106.489296,2.917289,to",6
"106.567474,3.032959,to",6
"106.577438,3.047699,to",6
"106.692001,3.216568,to",6
"106.714531,3.249847,to",6
"109.800819,7.631169,to",6
"109.92366,7.803319,to",6
"110.650665,8.814835,to",6
"116.165337,15.533066,to",6
"116.808952,16.108978,to",6
"116.923027,16.210466,to",6
"117.020485,16.297119,to",6
"117.229088,16.482056,to",6
"117.2472,16.498123,to",6
"117.417511,16.648617,to",6
"117.537132,16.75415,to",6
"117.568817,16.782082,to",6
"117.773537,16.962145,to",6
"117.896736,17.070194,to",6
"118.009445,17.169024,to",6
"118.124855,17.269913,to",6
"118.240601,17.370874,to",6
"118.316536,17.436996,to",6
"118.50692,17.602661,to",6
"118.624588,17.704788,to",6
"118.740623,17.8053,to",6
"118.860023,17.908493,to",6
"118.974625,18.007383,to",6
"119.094002,18.110216,to",6
"119.208,18.208162,to",6
"119.329597,18.31258,to",6
"119.443657,18.410246,to",6
